Registration No,Name,Preferred Course,UTME,Post-UTME,English,Maths,Physics,Chemistry,Biology,Agric,Civic Education,Geography,Economics,Government,Literature,admitted_department
REG2025_1579,Seun Ibrahim,Microbiology,258,79,C6,A1,C4,B3,B2,B3,C4,A1,A1,C6,C4,Physics
REG2025_1580,Ifeanyi Okonkwo,Mathematics and Statistics,252,79,B2,C4,C6,C4,C6,B2,C6,C6,C5,C4,C5,Mathematics and Statistics
REG2025_1581,Ifeanyi Chukwu,Microbiology,242,79,A1,B2,B3,C6,C5,B2,C5,C5,B2,A1,B2,Microbiology
REG2025_1582,Ifeanyi Okonkwo,Plant Science and Biotechnology,207,66,C6,C4,C5,C4,B2,C6,A1,C4,B2,B2,C5,Plant Science and Biotechnology
REG2025_1583,Ngozi Abubakar,Computer Science,132,51,F9,A1,F9,D7,F9,C5,B2,C4,B3,C6,B3,Computer Science
REG2025_1584,Funmi Abubakar,Industrial Chemistry,134,54,F9,C5,E8,F9,F9,B3,C6,B2,A1,B3,C5,Industrial Chemistry
REG2025_1585,Aisha Adeyemi,Computer Science,264,76,C5,C5,B3,C4,C6,B3,B3,C6,A1,B2,B3,Mathematics and Statistics
REG2025_1586,Tunde Chukwu,Biochemistry,229,72,C4,A1,C6,B3,B2,A1,B2,B2,A1,B3,C4,Biochemistry
REG2025_1587,Ifeanyi Balogun,Physics,222,71,C4,A1,A1,C5,C6,B3,C4,B2,C6,B2,A1,Applied Physics
REG2025_1588,Ifeanyi Balogun,Physics,232,73,C6,A1,B2,A1,C4,C6,C4,B3,A1,A1,C6,Physics
REG2025_1589,Seun Muhammed,Mathematics and Statistics,250,78,C4,C5,C5,B3,C6,C6,A1,A1,B3,C4,B3,Mathematics and Statistics
REG2025_1590,Tunde Adeyemi,Physics,250,75,A1,C5,B2,C4,C6,A1,C4,C5,C4,B3,A1,Physics
REG2025_1591,Ngozi Okoro,Plant Science and Biotechnology,214,68,A1,B3,A1,A1,C6,A1,C5,B3,B3,C5,C6,Plant Science and Biotechnology
REG2025_1592,Blessing Okoro,Computer Science,238,74,B2,C4,A1,C5,B3,A1,B2,C6,C6,B2,C4,Computer Science
REG2025_1593,Zainab Abubakar,Applied Physics,133,48,D7,C4,D7,E8,F9,B3,B3,C5,B3,B2,B2,Animal and Environmental Biology
REG2025_1594,Ngozi Okonkwo,Biochemistry,231,71,B2,B3,C4,C5,B3,C4,B3,C4,C4,B2,C6,Physics
REG2025_1595,Seun Okoro,Plant Science and Biotechnology,244,78,B3,C6,C6,C5,B2,C5,B3,A1,C4,C4,C5,Plant Science and Biotechnology
REG2025_1596,Uche Okonkwo,Mathematics and Statistics,205,72,B2,B2,B3,C6,B3,C4,B3,B3,B2,C6,B3,Mathematics and Statistics
REG2025_1597,Ifeanyi Chukwu,Plant Science and Biotechnology,223,65,C4,C6,A1,C4,C4,B2,B3,C5,C5,C4,C4,Plant Science and Biotechnology
REG2025_1598,Funmi Okonkwo,Microbiology,237,76,C6,C5,B2,B2,B2,C4,B2,C5,C6,C5,C6,Microbiology
REG2025_1599,Ngozi Balogun,Mathematics and Statistics,227,73,C5,A1,A1,B2,C5,B2,C4,B2,A1,C4,C6,Mathematics and Statistics
REG2025_1600,Ngozi Ibrahim,Physics,249,79,A1,C6,B2,C6,B3,A1,A1,C6,C5,A1,B2,Physics
REG2025_1601,Aisha Ibrahim,Microbiology,244,77,A1,B3,C6,B2,A1,A1,B2,B2,B3,C4,C4,Microbiology
REG2025_1602,Aisha Ojo,Microbiology,253,75,A1,A1,C5,C5,C5,B2,C5,B3,C6,B3,C4,Applied Physics
REG2025_1603,Zainab Abubakar,Industrial Chemistry,176,54,E8,C5,D7,D7,E8,C5,B2,B3,A1,C6,A1,Industrial Chemistry
REG2025_1604,Uche Abubakar,Biochemistry,243,77,C5,B2,B3,C4,C6,B2,C5,A1,C5,C5,B3,Biochemistry
REG2025_1605,Zainab Okoro,Plant Science and Biotechnology,221,69,C5,C6,B3,C6,C5,C5,A1,B2,C5,C4,C5,Plant Science and Biotechnology
REG2025_1606,Uche Adewale,Industrial Chemistry,182,30,F9,A1,D7,F9,F9,B2,C5,C6,C5,C6,A1,Industrial Chemistry
REG2025_1607,Funmi Ibrahim,Plant Science and Biotechnology,200,66,B3,B2,C6,C5,C5,C4,C6,A1,C5,A1,C4,Plant Science and Biotechnology
REG2025_1608,Ngozi Adeyemi,Biochemistry,252,75,C5,A1,B3,C4,C6,B2,A1,B3,B3,A1,C5,Mathematics and Statistics
REG2025_1609,Seun Ibrahim,Computer Science,241,78,A1,C5,C4,B2,A1,A1,C4,A1,C5,A1,B2,Computer Science
REG2025_1610,Seun Ibrahim,Industrial Chemistry,249,77,B2,C5,C4,C4,B2,C5,C4,B3,B3,A1,A1,Industrial Chemistry
REG2025_1611,Blessing Chukwu,Animal and Environmental Biology,220,67,C5,B2,B3,B2,B3,C5,C6,C4,A1,C5,A1,Animal and Environmental Biology
REG2025_1612,Aisha Adeyemi,Animal and Environmental Biology,148,57,E8,B2,F9,E8,D7,C4,C4,C5,C6,A1,C6,Animal and Environmental Biology
REG2025_1613,Funmi Okonkwo,Mathematics and Statistics,245,78,C6,C6,C6,B2,A1,C4,C6,B2,A1,C6,C4,Mathematics and Statistics
REG2025_1614,Ngozi Balogun,Mathematics and Statistics,188,53,E8,B3,F9,E8,D7,B3,C5,B3,A1,C4,C5,Mathematics and Statistics
REG2025_1615,Tunde Okonkwo,Plant Science and Biotechnology,224,60,C4,B2,C6,C6,B2,C5,C4,C4,B2,C5,B3,Plant Science and Biotechnology
REG2025_1616,Uche Adewale,Mathematics and Statistics,247,76,A1,A1,B2,C6,B3,C5,C5,C4,B2,C6,C4,Animal and Environmental Biology
REG2025_1617,Blessing Okoro,Physics,184,40,D7,B3,E8,D7,D7,C4,C6,B2,B3,B2,C4,Physics
REG2025_1618,Ifeanyi Okoro,Animal and Environmental Biology,231,66,A1,B2,B2,B2,B3,A1,C4,B2,A1,C5,B3,Animal and Environmental Biology
REG2025_1619,Seun Okonkwo,Biochemistry,246,70,B3,A1,C5,B3,C5,B2,B2,B3,C6,B2,C6,-
REG2025_1620,Ngozi Abubakar,Industrial Chemistry,145,31,F9,C5,D7,D7,F9,B2,A1,A1,C4,C6,C5,Industrial Chemistry
REG2025_1621,Chika Balogun,Biochemistry,247,77,C4,A1,B2,B3,B2,C6,B2,C4,B2,B3,C6,Physics
REG2025_1622,Ifeanyi Adeyemi,Applied Physics,219,69,B2,C5,C4,C5,A1,B2,A1,C4,C4,C4,C5,Applied Physics
REG2025_1623,Ngozi Okonkwo,Mathematics and Statistics,147,58,F9,C6,F9,F9,D7,C5,A1,C5,B2,B3,B2,Plant Science and Biotechnology
REG2025_1624,Zainab Ibrahim,Animal and Environmental Biology,244,77,C5,C5,C4,B2,C6,C4,C4,B3,C6,B3,C6,Animal and Environmental Biology
REG2025_1625,Tunde Adewale,Biochemistry,229,79,C6,C4,C5,A1,C5,C6,C5,C4,C4,B3,C5,-
REG2025_1626,Zainab Balogun,Mathematics and Statistics,181,56,D7,C6,F9,D7,F9,C6,B3,B3,A1,A1,C6,Mathematics and Statistics
REG2025_1627,Zainab Balogun,Plant Science and Biotechnology,173,47,E8,A1,D7,D7,D7,C4,C4,B2,C5,C4,C4,Plant Science and Biotechnology
REG2025_1628,Blessing Abubakar,Industrial Chemistry,220,69,A1,A1,C4,C5,C4,C4,B2,C5,A1,A1,B3,Industrial Chemistry
REG2025_1629,Seun Balogun,Industrial Chemistry,216,66,C4,C5,B2,A1,C6,B2,B2,B2,A1,C6,C6,Industrial Chemistry
REG2025_1630,Seun Adewale,Microbiology,244,77,A1,C4,C6,C4,B3,C6,B3,A1,C4,B2,C5,Mathematics and Statistics
REG2025_1631,Funmi Okonkwo,Computer Science,193,33,E8,A1,E8,D7,D7,B2,A1,B2,C4,B3,B2,Computer Science
REG2025_1632,Ngozi Okonkwo,Physics,198,45,D7,B2,E8,D7,F9,C4,B3,C5,C4,C5,B2,Physics
REG2025_1633,Aisha Okoro,Applied Physics,242,66,A1,A1,B2,C4,C5,C4,C6,C4,B2,A1,B3,-
REG2025_1634,Zainab Abubakar,Applied Physics,249,78,C6,C4,C4,B2,C4,A1,C6,C4,C4,B2,C5,-
REG2025_1635,Chika Adewale,Animal and Environmental Biology,225,67,A1,B3,A1,B2,A1,A1,C5,C5,C5,C6,C6,Animal and Environmental Biology
REG2025_1636,Zainab Ibrahim,Applied Physics,219,70,B2,A1,A1,C5,C6,C4,C5,A1,A1,B3,B2,Animal and Environmental Biology
REG2025_1637,Chika Chukwu,Industrial Chemistry,153,39,F9,C4,F9,F9,E8,C6,C5,C6,B3,B2,B2,-
REG2025_1638,Blessing Adewale,Applied Physics,167,57,F9,B3,D7,D7,E8,C6,C5,B2,C5,C5,B2,Animal and Environmental Biology
REG2025_1639,Aisha Chukwu,Plant Science and Biotechnology,215,65,C6,A1,B2,C4,A1,B2,B3,C5,C6,A1,B3,Plant Science and Biotechnology
REG2025_1640,Funmi Okonkwo,Applied Physics,188,51,D7,C4,D7,D7,F9,C5,C4,C4,C6,C5,A1,Applied Physics
REG2025_1641,Seun Adewale,Industrial Chemistry,239,74,C6,B3,C5,B3,C4,C4,B3,C6,A1,B2,B2,Industrial Chemistry
REG2025_1642,Zainab Muhammed,Industrial Chemistry,252,76,B2,B2,B2,C5,C4,C4,C5,B2,B3,B2,C6,Industrial Chemistry
REG2025_1643,Ngozi Balogun,Physics,241,70,C4,C6,B3,B2,A1,B3,A1,C5,B2,B2,C6,-
REG2025_1644,Aisha Ibrahim,Microbiology,253,75,C6,B3,A1,B3,A1,B2,A1,A1,B3,B2,B2,Microbiology
REG2025_1645,Aisha Adewale,Applied Physics,244,68,B2,C6,B2,C5,A1,C6,C4,C6,A1,C6,C6,Industrial Chemistry
REG2025_1646,Aisha Ojo,Applied Physics,235,66,B3,B3,B3,A1,C6,C6,A1,C6,C4,B3,A1,Applied Physics
REG2025_1647,Uche Adewale,Mathematics and Statistics,190,42,E8,A1,D7,D7,E8,C5,B3,B2,B2,B3,C4,Mathematics and Statistics
REG2025_1648,Blessing Okonkwo,Microbiology,170,40,D7,C5,E8,E8,E8,A1,C5,B3,B3,B3,C4,Physics
REG2025_1649,Blessing Okoro,Applied Physics,235,74,C5,C4,C6,B3,C4,A1,B2,A1,B3,B3,C4,Applied Physics
REG2025_1650,Blessing Adewale,Biochemistry,249,72,C4,C5,C6,B2,C5,B3,B3,A1,A1,C4,B2,Biochemistry
REG2025_1651,Zainab Chukwu,Microbiology,231,73,C6,A1,B2,A1,C6,C5,A1,C5,C5,C6,C6,-
REG2025_1652,Tunde Adewale,Animal and Environmental Biology,160,49,D7,B2,F9,F9,F9,B3,C6,C5,C6,C5,C6,Plant Science and Biotechnology
REG2025_1653,Zainab Ibrahim,Plant Science and Biotechnology,150,43,E8,C5,E8,F9,D7,C4,C6,A1,B2,B2,B2,Plant Science and Biotechnology
REG2025_1654,Uche Okoro,Mathematics and Statistics,250,76,C4,B3,B3,B2,B2,C4,C6,C6,A1,B2,C4,Mathematics and Statistics
REG2025_1655,Funmi Chukwu,Computer Science,159,42,F9,C4,D7,D7,D7,C4,B3,C5,C5,C4,C4,Biochemistry
REG2025_1656,Chika Okoro,Mathematics and Statistics,208,71,C4,C6,C6,B3,B2,C4,C6,B2,C4,B2,A1,-
REG2025_1657,Ngozi Chukwu,Mathematics and Statistics,250,79,A1,B2,C4,A1,C5,C5,A1,C5,A1,B3,C5,Mathematics and Statistics
REG2025_1658,Blessing Ibrahim,Animal and Environmental Biology,242,75,B3,B3,A1,C5,C4,C5,C5,C6,A1,A1,A1,Plant Science and Biotechnology
REG2025_1659,Seun Muhammed,Plant Science and Biotechnology,218,69,B3,B3,A1,C4,C6,B2,C6,C5,C5,C5,B2,Plant Science and Biotechnology
REG2025_1660,Chika Chukwu,Microbiology,152,40,F9,B2,D7,F9,F9,B3,B2,A1,B2,A1,A1,Microbiology
REG2025_1661,Ngozi Adewale,Mathematics and Statistics,221,65,C5,B2,B2,C5,C4,C5,C6,A1,C6,C6,B2,Animal and Environmental Biology
REG2025_1662,Aisha Ibrahim,Microbiology,141,44,D7,C6,E8,E8,D7,C4,C4,A1,C5,B3,C6,Microbiology
REG2025_1663,Aisha Okonkwo,Physics,244,74,A1,B3,A1,C5,B2,A1,C5,B2,C6,B3,C6,Physics
REG2025_1664,Blessing Adewale,Plant Science and Biotechnology,253,75,C5,B3,B2,C4,B2,C4,C4,A1,C6,C6,C4,Plant Science and Biotechnology
REG2025_1665,Chika Adewale,Industrial Chemistry,216,72,B3,B2,C5,C4,C4,B2,C4,C6,C5,C5,C4,Mathematics and Statistics
REG2025_1666,Zainab Okoro,Physics,222,71,B2,C4,C5,B2,A1,C4,C6,A1,B3,B2,C5,Physics
REG2025_1667,Uche Abubakar,Applied Physics,239,73,B3,B3,C6,B3,C4,B2,C5,C6,B3,B2,C5,Mathematics and Statistics
REG2025_1668,Blessing Ojo,Animal and Environmental Biology,120,38,F9,A1,F9,D7,F9,B2,B3,B3,B2,B2,B3,Animal and Environmental Biology
REG2025_1669,Tunde Ojo,Biochemistry,164,42,F9,B3,F9,F9,D7,C4,C6,C6,C4,C6,B3,Physics
REG2025_1670,Ifeanyi Balogun,Biochemistry,243,79,C6,C6,C4,B2,C6,C4,A1,B2,B3,B3,C5,Biochemistry
REG2025_1671,Blessing Ibrahim,Mathematics and Statistics,213,72,C6,C6,B3,B2,A1,C4,C6,A1,B2,C4,B2,Mathematics and Statistics
REG2025_1672,Funmi Ojo,Industrial Chemistry,217,70,C5,A1,B2,C6,B2,B3,B3,A1,B3,C4,B3,Mathematics and Statistics
REG2025_1673,Aisha Chukwu,Applied Physics,252,76,C5,B2,C4,A1,C6,A1,C6,C4,C4,A1,A1,Mathematics and Statistics
REG2025_1674,Funmi Muhammed,Plant Science and Biotechnology,248,78,B2,C6,A1,B2,C5,B2,A1,C4,C4,B2,C5,Plant Science and Biotechnology
REG2025_1675,Seun Ibrahim,Animal and Environmental Biology,148,38,E8,B3,F9,F9,D7,A1,C4,C4,C6,A1,C6,Plant Science and Biotechnology
REG2025_1676,Aisha Ibrahim,Industrial Chemistry,224,66,A1,B3,A1,B3,C4,B3,C4,C6,B3,C6,B2,Industrial Chemistry
REG2025_1677,Aisha Muhammed,Computer Science,251,78,C6,C6,B3,C6,A1,B2,C5,C5,B3,C5,C6,Plant Science and Biotechnology
REG2025_1678,Ngozi Adeyemi,Animal and Environmental Biology,230,63,C6,B3,B3,C5,B3,C5,C5,B3,C6,C5,C5,Animal and Environmental Biology
REG2025_1679,Ngozi Okonkwo,Industrial Chemistry,227,70,B3,A1,C6,B2,C5,A1,A1,B2,C5,C5,C4,Industrial Chemistry
REG2025_1680,Seun Adeyemi,Plant Science and Biotechnology,247,75,C4,C6,C4,C6,C5,C5,C4,C6,C4,C6,B3,Plant Science and Biotechnology
REG2025_1681,Funmi Chukwu,Applied Physics,129,52,E8,A1,F9,D7,F9,A1,C5,A1,C5,C6,C6,Applied Physics
REG2025_1682,Uche Okoro,Plant Science and Biotechnology,202,67,B3,C4,B3,A1,B2,A1,C5,A1,A1,B2,B3,Plant Science and Biotechnology
REG2025_1683,Ifeanyi Chukwu,Biochemistry,191,34,F9,C5,F9,D7,E8,C5,C6,C4,C6,B2,C6,Biochemistry
REG2025_1684,Tunde Okonkwo,Mathematics and Statistics,210,73,A1,A1,B2,A1,A1,A1,C5,B2,C5,C5,B3,Animal and Environmental Biology
REG2025_1685,Ifeanyi Adeyemi,Microbiology,253,77,B3,C6,C5,A1,A1,B2,C5,C5,C4,B3,C5,-
REG2025_1686,Seun Balogun,Microbiology,238,70,A1,A1,B2,C4,C6,C4,C5,A1,B2,C6,A1,Applied Physics
REG2025_1687,Zainab Abubakar,Plant Science and Biotechnology,220,61,C4,C5,C6,C6,C6,C6,B2,B2,A1,C4,B2,Plant Science and Biotechnology
REG2025_1688,Funmi Balogun,Biochemistry,243,71,C5,B3,C5,C5,C4,B3,C6,A1,B2,B2,C6,Biochemistry
REG2025_1689,Seun Balogun,Biochemistry,242,78,C5,C6,C5,A1,B3,C4,C4,A1,C4,A1,B3,Biochemistry
REG2025_1690,Aisha Abubakar,Plant Science and Biotechnology,251,76,C4,C4,B2,C5,C6,C5,B3,C5,C4,C5,C5,-
REG2025_1691,Aisha Adeyemi,Plant Science and Biotechnology,246,75,C4,C5,C5,B2,C4,A1,C6,B3,B3,C6,C5,Plant Science and Biotechnology
REG2025_1692,Ngozi Abubakar,Mathematics and Statistics,253,77,C5,A1,A1,B3,B2,C5,A1,C4,B2,A1,C4,Mathematics and Statistics
REG2025_1693,Chika Okoro,Animal and Environmental Biology,138,46,F9,C5,D7,F9,F9,C6,C5,A1,C5,B2,A1,Plant Science and Biotechnology
REG2025_1694,Uche Ojo,Applied Physics,237,71,A1,B2,C4,B3,A1,B2,B3,B3,C5,A1,A1,-
REG2025_1695,Uche Abubakar,Microbiology,188,41,F9,B3,D7,E8,E8,B2,C4,A1,B2,C4,C5,Microbiology
REG2025_1696,Ngozi Okonkwo,Animal and Environmental Biology,251,79,C5,C6,B2,B3,B2,A1,A1,A1,C6,C4,B2,Plant Science and Biotechnology
REG2025_1697,Seun Abubakar,Animal and Environmental Biology,216,67,B3,A1,B3,A1,C5,B3,C6,C6,C5,A1,C5,Plant Science and Biotechnology
REG2025_1698,Uche Okonkwo,Computer Science,268,79,C4,C6,A1,A1,B2,C4,C5,A1,B3,C4,C5,Computer Science
REG2025_1699,Funmi Chukwu,Mathematics and Statistics,214,69,B2,C5,B3,B3,C4,C6,B2,C5,C6,C5,B2,Animal and Environmental Biology
REG2025_1700,Uche Okonkwo,Plant Science and Biotechnology,246,76,C6,B3,A1,B3,C5,C4,C4,B3,A1,B2,A1,-
REG2025_1701,Zainab Balogun,Plant Science and Biotechnology,127,30,F9,C6,F9,E8,D7,C6,C6,A1,A1,C4,A1,Plant Science and Biotechnology
REG2025_1702,Tunde Abubakar,Mathematics and Statistics,229,67,B3,B2,A1,B3,A1,B3,B2,C4,C5,A1,B2,Mathematics and Statistics
REG2025_1703,Ifeanyi Muhammed,Mathematics and Statistics,241,78,C4,C4,B3,C6,B3,C5,C5,A1,B3,C6,C4,Mathematics and Statistics
REG2025_1704,Ngozi Abubakar,Physics,245,74,B2,B3,C4,C5,C5,C6,B3,C6,B3,C6,C4,Physics
REG2025_1705,Blessing Muhammed,Microbiology,132,31,E8,A1,D7,D7,E8,C5,C5,C4,C4,C5,C6,-
REG2025_1706,Uche Ibrahim,Industrial Chemistry,137,35,E8,A1,F9,E8,D7,A1,C5,B3,C5,C5,A1,Mathematics and Statistics
REG2025_1707,Funmi Adewale,Animal and Environmental Biology,242,78,B2,C5,C4,C5,C4,C6,A1,B2,C6,A1,B2,Animal and Environmental Biology
REG2025_1708,Zainab Ibrahim,Mathematics and Statistics,225,70,C6,C6,A1,C6,B2,C4,B2,B2,B2,A1,C5,Plant Science and Biotechnology
REG2025_1709,Uche Okoro,Mathematics and Statistics,233,66,B2,A1,C6,A1,C5,B3,C6,B3,A1,A1,B2,Mathematics and Statistics
REG2025_1710,Chika Muhammed,Applied Physics,236,68,B2,C6,C6,C4,B2,B3,C6,A1,B3,B2,B3,Industrial Chemistry
REG2025_1711,Chika Okoro,Plant Science and Biotechnology,227,62,C4,C5,C6,A1,B2,C6,C4,C5,C6,C4,C5,Plant Science and Biotechnology
REG2025_1712,Ngozi Abubakar,Industrial Chemistry,217,72,B3,C5,C5,A1,B2,A1,C4,C5,B3,C6,B2,Plant Science and Biotechnology
REG2025_1713,Tunde Balogun,Biochemistry,234,75,B2,B3,B2,C4,A1,C5,C5,C6,C4,C6,C6,Applied Physics
REG2025_1714,Funmi Ibrahim,Computer Science,242,73,C6,B3,C6,C6,B3,C4,C6,C5,B3,C6,B3,Physics
REG2025_1715,Zainab Adewale,Computer Science,234,72,C5,B3,B3,C5,C5,C6,C5,C4,A1,A1,A1,Applied Physics
REG2025_1716,Blessing Ojo,Industrial Chemistry,188,34,D7,C4,D7,F9,E8,A1,A1,A1,B2,C6,C4,Industrial Chemistry
REG2025_1717,Chika Okoro,Mathematics and Statistics,246,79,B2,C4,C4,C4,C4,C6,B3,C5,C4,B3,C6,-
REG2025_1718,Blessing Okonkwo,Plant Science and Biotechnology,249,78,C5,B3,B3,C6,B3,C6,A1,C4,B2,A1,C4,Plant Science and Biotechnology
REG2025_1719,Zainab Ojo,Applied Physics,185,45,E8,C5,E8,D7,F9,A1,C5,C6,A1,B3,C6,Applied Physics
REG2025_1720,Uche Adewale,Animal and Environmental Biology,209,61,C6,B3,B2,C6,C4,B2,C4,C4,C4,C4,B3,Animal and Environmental Biology
REG2025_1721,Blessing Ibrahim,Industrial Chemistry,184,49,D7,C6,E8,F9,E8,C6,C4,B2,B2,B3,C6,Industrial Chemistry
REG2025_1722,Ifeanyi Ojo,Physics,145,52,F9,C4,D7,F9,F9,A1,C6,A1,A1,A1,B3,Applied Physics
REG2025_1723,Funmi Okoro,Mathematics and Statistics,155,44,F9,A1,E8,D7,E8,C6,C6,B3,B2,A1,A1,Mathematics and Statistics
REG2025_1724,Tunde Chukwu,Microbiology,241,73,A1,B3,B2,C4,C4,A1,C5,A1,B2,B2,B3,-
REG2025_1725,Seun Ibrahim,Computer Science,189,56,D7,B3,F9,D7,F9,C4,C5,C6,C6,B3,C5,Computer Science
REG2025_1726,Ifeanyi Abubakar,Applied Physics,254,78,B2,C4,C6,B3,C5,B2,B3,B3,B2,A1,B2,-
REG2025_1727,Aisha Muhammed,Mathematics and Statistics,143,37,F9,A1,D7,D7,D7,B3,C4,B2,C6,A1,C4,-
REG2025_1728,Ifeanyi Ojo,Plant Science and Biotechnology,146,34,F9,C5,F9,F9,D7,A1,C5,B3,A1,B3,C6,Plant Science and Biotechnology
REG2025_1729,Uche Balogun,Microbiology,122,33,D7,A1,E8,E8,D7,A1,A1,B2,C4,C5,B2,Microbiology
REG2025_1730,Chika Chukwu,Biochemistry,227,79,C5,B2,C5,C6,C5,C5,B2,B3,C6,A1,B3,Animal and Environmental Biology
REG2025_1731,Seun Ojo,Microbiology,237,70,C5,C5,C4,B2,C6,C5,C5,C5,C5,C6,A1,Microbiology
REG2025_1732,Chika Balogun,Mathematics and Statistics,217,73,B3,B3,C6,B3,C6,C6,C5,C6,C5,C4,B3,Plant Science and Biotechnology
REG2025_1733,Aisha Adeyemi,Microbiology,248,70,A1,C5,A1,C5,C4,C4,C6,B2,C5,C6,B3,Biochemistry
REG2025_1734,Ngozi Okoro,Computer Science,262,77,B3,C4,C4,A1,A1,B3,C6,C4,B2,A1,B2,Computer Science
REG2025_1735,Ngozi Adeyemi,Computer Science,254,81,B2,A1,C4,A1,C5,C5,B3,A1,B3,C6,A1,Plant Science and Biotechnology
REG2025_1736,Aisha Chukwu,Biochemistry,246,77,C5,B3,C6,C5,C4,A1,C6,B3,B3,C6,C4,Plant Science and Biotechnology
REG2025_1737,Blessing Abubakar,Mathematics and Statistics,223,71,C5,C5,C6,C5,B2,C5,A1,B3,C5,B2,C5,Mathematics and Statistics
REG2025_1738,Aisha Chukwu,Plant Science and Biotechnology,224,69,C5,B3,A1,C4,C4,B3,A1,C5,C4,B3,C6,Plant Science and Biotechnology
REG2025_1739,Tunde Okoro,Microbiology,240,77,B2,B2,C5,C5,C5,B2,B2,C4,B3,B2,C4,Biochemistry
REG2025_1740,Ifeanyi Okoro,Microbiology,130,36,E8,C6,E8,F9,E8,A1,C4,A1,B3,B2,B3,Microbiology
REG2025_1741,Ifeanyi Adewale,Physics,228,72,A1,C4,A1,A1,B3,C6,B2,A1,B2,B2,B2,Physics
REG2025_1742,Seun Ibrahim,Applied Physics,219,68,C4,C5,B2,B3,B3,C5,C4,A1,B3,C5,B2,Animal and Environmental Biology
REG2025_1743,Funmi Muhammed,Mathematics and Statistics,220,66,A1,C5,B2,A1,B3,C6,B2,B3,C6,C4,C5,Mathematics and Statistics
REG2025_1744,Ifeanyi Okoro,Plant Science and Biotechnology,218,69,A1,B3,C4,B3,C5,C4,B2,B3,A1,C6,B3,Plant Science and Biotechnology
REG2025_1745,Ifeanyi Adeyemi,Microbiology,230,75,C4,B2,C5,C4,C4,C5,A1,C5,C6,C5,B2,Biochemistry
REG2025_1746,Chika Ibrahim,Animal and Environmental Biology,230,67,C6,C4,A1,B2,B3,C4,B2,C6,B3,C4,B2,Plant Science and Biotechnology
REG2025_1747,Funmi Adewale,Plant Science and Biotechnology,213,61,C6,B3,C6,C4,C6,A1,C5,A1,B3,B2,C5,Plant Science and Biotechnology
REG2025_1748,Funmi Chukwu,Computer Science,145,33,E8,B3,E8,F9,D7,A1,C5,C4,A1,B2,C6,Industrial Chemistry
REG2025_1749,Tunde Muhammed,Industrial Chemistry,249,76,C6,C6,C6,B2,C6,B3,C4,A1,B2,A1,C5,Animal and Environmental Biology
REG2025_1750,Funmi Abubakar,Animal and Environmental Biology,203,66,B3,B2,B2,B2,B2,B3,C4,A1,B3,C6,A1,Plant Science and Biotechnology
REG2025_1751,Tunde Ibrahim,Animal and Environmental Biology,175,57,D7,B3,D7,E8,E8,B3,C6,B3,C4,B2,B3,Animal and Environmental Biology
REG2025_1752,Chika Adeyemi,Physics,220,69,C5,A1,C6,B3,A1,C5,B3,C4,C6,C6,B3,Physics
REG2025_1753,Uche Ibrahim,Biochemistry,229,70,B3,C5,C6,C6,C4,B3,C6,C6,C4,A1,A1,Biochemistry
REG2025_1754,Seun Okonkwo,Biochemistry,230,73,B3,B2,A1,B2,A1,C4,B2,C6,C6,B3,C4,Biochemistry
REG2025_1755,Ngozi Balogun,Physics,183,54,E8,B2,D7,D7,E8,C5,B3,A1,C5,B2,C4,Plant Science and Biotechnology
REG2025_1756,Uche Ojo,Industrial Chemistry,161,46,F9,B3,D7,E8,F9,A1,B2,C5,A1,C4,C6,Industrial Chemistry
REG2025_1757,Funmi Adewale,Plant Science and Biotechnology,195,43,E8,A1,E8,F9,D7,B2,C6,C6,B3,A1,A1,Plant Science and Biotechnology
REG2025_1758,Ifeanyi Adeyemi,Industrial Chemistry,190,45,D7,B3,D7,F9,D7,A1,C6,C4,C6,C4,C4,Industrial Chemistry
REG2025_1759,Seun Adewale,Computer Science,250,76,C5,B3,A1,B2,C5,B3,C5,B2,B3,A1,C5,Mathematics and Statistics
REG2025_1760,Ngozi Muhammed,Applied Physics,168,51,F9,A1,E8,E8,F9,C4,C5,A1,C5,A1,C5,Applied Physics
REG2025_1761,Seun Ojo,Applied Physics,129,30,E8,B2,D7,F9,F9,C5,B3,C6,B2,C5,A1,Applied Physics
REG2025_1762,Ifeanyi Ojo,Animal and Environmental Biology,218,66,A1,C6,B2,B2,A1,B2,A1,B3,C4,C6,C5,Animal and Environmental Biology
REG2025_1763,Ngozi Okoro,Mathematics and Statistics,206,66,A1,A1,C4,B3,B3,B2,C6,A1,B2,B3,B3,Mathematics and Statistics
REG2025_1764,Zainab Chukwu,Mathematics and Statistics,242,78,A1,C5,C6,B2,B2,A1,C4,C5,A1,C6,A1,Mathematics and Statistics
REG2025_1765,Zainab Balogun,Industrial Chemistry,219,69,B2,C5,B3,A1,B2,C4,B3,C5,C6,A1,B3,Industrial Chemistry
REG2025_1766,Funmi Abubakar,Computer Science,153,50,E8,C6,F9,D7,E8,B2,C5,B3,C6,C5,C6,Animal and Environmental Biology
REG2025_1767,Funmi Ibrahim,Applied Physics,171,30,F9,C6,F9,E8,E8,B2,A1,C4,C6,C4,C6,Applied Physics
REG2025_1768,Blessing Chukwu,Plant Science and Biotechnology,248,77,B2,A1,C4,C4,B2,A1,A1,B2,A1,C6,C4,Plant Science and Biotechnology
