Registration No,Name,Preferred Course,UTME,Post-UTME,English,Maths,Physics,Chemistry,Biology,Agric,Geography,Economics,Literature,admitted_department
REG2025_0630,Terry Barnett-Smith,Microbiology,225,70,C5,C5,B3,B3,B3,B3,C4,C4,C4,Biochemistry
REG2025_0631,Edward Smith,Mathematics and Statistics,204,63,C6,C6,C4,C4,C4,C4,B2,B2,B2,Animal and Environmental Biology
REG2025_0632,Nigel Gray,Industrial Chemistry,203,60,C4,C4,C5,C5,C5,C5,A1,A1,A1,Plant Science and Biotechnology
REG2025_0633,Miss Jacqueline Robinson,Computer Science,226,70,C5,C5,C4,C4,C4,C4,B2,B2,B2,Biochemistry
REG2025_0634,Bruce Bevan,Microbiology,222,66,C5,C5,A1,A1,A1,A1,C4,C4,C4,Applied Physics
REG2025_0635,Dr Jessica Jones,Physics,213,67,B2,B2,C4,C4,C4,C4,C4,C4,C4,Mathematics and Statistics
REG2025_0636,Lawrence Butler,Microbiology,228,68,B2,B2,A1,A1,A1,A1,B3,B3,B3,Physics
REG2025_0637,Dr Karen Patterson,Mathematics and Statistics,200,61,B2,B2,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0638,Jacqueline King,Animal and Environmental Biology,202,60,B3,B3,C4,C4,C4,C4,B3,B3,B3,Plant Science and Biotechnology
REG2025_0639,Charlene Blake,Microbiology,225,62,B2,B2,C5,C5,C5,C5,B2,B2,B2,Plant Science and Biotechnology
REG2025_0640,Rita Hughes,Biochemistry,222,69,C4,C4,B3,B3,B3,B3,C5,C5,C5,Industrial Chemistry
REG2025_0641,Conor Davison,Biochemistry,157,41,A1,C4,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0642,Carolyn Williams-Harris,Applied Physics,213,65,A1,A1,C6,C6,C6,C6,C5,C5,C5,Industrial Chemistry
REG2025_0643,Glen Owen-Ahmed,Microbiology,218,65,C5,C5,B2,B2,B2,B2,B2,B2,B2,Industrial Chemistry
REG2025_0644,Miss Pauline Hussain,Mathematics and Statistics,203,63,B2,B2,C5,C5,C5,C5,C5,C5,C5,Plant Science and Biotechnology
REG2025_0645,Mark Harrison,Microbiology,223,66,C6,C6,C4,C4,C4,C4,A1,A1,A1,Mathematics and Statistics
REG2025_0646,Gavin Jones,Mathematics and Statistics,203,63,B3,B3,B2,B2,B2,B2,A1,A1,A1,Animal and Environmental Biology
REG2025_0647,Julian Roberts,Physics,217,67,A1,A1,C5,C5,C5,C5,C4,C4,C4,Mathematics and Statistics
REG2025_0648,Mrs Judith Edwards,Animal and Environmental Biology,202,60,B3,B3,C6,C6,C6,C6,C6,C6,C6,Plant Science and Biotechnology
REG2025_0649,Mathew Thomas,Animal and Environmental Biology,202,60,C6,C6,C6,C6,C6,C6,C4,C4,C4,Plant Science and Biotechnology
REG2025_0650,Janice Atkins-Adams,Plant Science and Biotechnology,141,44,C5,A1,F9,F9,F9,F9,C4,C4,C4,-
REG2025_0651,Mr Leonard Whittaker,Mathematics and Statistics,204,63,A1,A1,C6,C6,C6,C6,C4,C4,C4,Animal and Environmental Biology
REG2025_0652,Jill Kelly,Microbiology,217,68,C6,C6,A1,A1,A1,A1,C5,C5,C5,Applied Physics
REG2025_0653,Leah Pickering,Physics,214,65,B3,B3,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0654,Gerald Franklin,Industrial Chemistry,200,60,A1,A1,C6,C6,C6,C6,A1,A1,A1,Plant Science and Biotechnology
REG2025_0655,Tracy Spencer,Physics,202,67,A1,A1,B3,B3,B3,B3,C6,C6,C6,Plant Science and Biotechnology
REG2025_0656,Max Rose,Industrial Chemistry,208,62,C4,C4,C5,C5,C5,C5,A1,A1,A1,Plant Science and Biotechnology
REG2025_0657,Patrick Williams,Applied Physics,204,63,C5,C5,C5,C5,C5,C5,A1,A1,A1,Animal and Environmental Biology
REG2025_0658,Mr Connor Ryan,Physics,177,36,D7,E8,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0659,Dr Joe Ward,Computer Science,136,35,E8,A1,D7,D7,D7,D7,C6,C6,C6,-
REG2025_0660,Teresa Iqbal-Wilson,Physics,212,66,A1,A1,C6,C6,C6,C6,C5,C5,C5,Plant Science and Biotechnology
REG2025_0661,Mr Stewart Smith,Physics,215,65,A1,A1,B2,B2,B2,B2,C6,C6,C6,Mathematics and Statistics
REG2025_0662,Suzanne Singh,Physics,212,67,C4,C4,B2,B2,B2,B2,A1,A1,A1,Industrial Chemistry
REG2025_0663,Mrs Kerry Grant,Industrial Chemistry,208,64,A1,A1,C6,C6,C6,C6,A1,A1,A1,Mathematics and Statistics
REG2025_0664,Mrs Helen Begum,Applied Physics,204,60,B2,B2,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0665,Ben Allen-Lee,Biochemistry,209,66,C6,C6,A1,A1,A1,A1,C5,C5,C5,Plant Science and Biotechnology
REG2025_0666,Dr Joseph Davies,Mathematics and Statistics,203,60,B2,B2,C5,C5,C5,C5,C5,C5,C5,Plant Science and Biotechnology
REG2025_0667,Philip Gardner,Industrial Chemistry,205,64,A1,A1,C4,C4,C4,C4,C5,C5,C5,Mathematics and Statistics
REG2025_0668,Kayleigh Sullivan,Industrial Chemistry,208,64,A1,A1,C6,C6,C6,C6,C5,C5,C5,Mathematics and Statistics
REG2025_0669,Callum Parkes,Mathematics and Statistics,202,61,B2,B2,C5,C5,C5,C5,A1,A1,A1,Plant Science and Biotechnology
REG2025_0670,William Scott,Industrial Chemistry,209,64,C4,C4,A1,A1,A1,A1,C6,C6,C6,Mathematics and Statistics
REG2025_0671,Abbie Allan,Industrial Chemistry,209,63,B3,B3,C4,C4,C4,C4,B2,B2,B2,Animal and Environmental Biology
REG2025_0672,Ben Whittaker,Animal and Environmental Biology,200,60,B2,B2,B3,B3,B3,B3,B2,B2,B2,Plant Science and Biotechnology
REG2025_0673,Lisa Graham,Microbiology,217,68,C4,C4,C5,C5,C5,C5,B3,B3,B3,Applied Physics
REG2025_0674,Ellie Byrne,Mathematics and Statistics,201,61,A1,A1,C6,C6,C6,C6,B2,B2,B2,Plant Science and Biotechnology
REG2025_0675,Dr Danielle Fisher,Computer Science,232,69,C4,C4,A1,A1,A1,A1,A1,A1,A1,Physics
REG2025_0676,Dorothy Parkinson,Animal and Environmental Biology,202,60,C4,C4,C4,C4,C4,C4,B2,B2,B2,Plant Science and Biotechnology
REG2025_0677,Stanley Matthews,Microbiology,227,69,A1,A1,B2,B2,B2,B2,C5,C5,C5,Applied Physics
REG2025_0678,Mr Benjamin Bennett,Animal and Environmental Biology,202,60,C6,C6,C6,C6,C6,C6,C5,C5,C5,Plant Science and Biotechnology
REG2025_0679,Yvonne Harris,Applied Physics,205,63,A1,A1,B2,B2,B2,B2,A1,A1,A1,Plant Science and Biotechnology
REG2025_0680,Mr Neil Martin,Mathematics and Statistics,203,61,A1,A1,A1,A1,A1,A1,C4,C4,C4,Animal and Environmental Biology
REG2025_0681,Alan Ball,Applied Physics,208,60,C6,C6,C4,C4,C4,C4,C5,C5,C5,Animal and Environmental Biology
REG2025_0682,Amelia Robinson,Applied Physics,208,62,A1,A1,B2,B2,B2,B2,C4,C4,C4,Plant Science and Biotechnology
REG2025_0683,Mohammed Lewis,Animal and Environmental Biology,128,34,F9,E8,E8,E8,E8,E8,C6,C6,C6,-
REG2025_0684,Rosie Riley,Physics,207,66,B2,B2,A1,A1,A1,A1,C5,C5,C5,Animal and Environmental Biology
REG2025_0685,Dr Albert Sheppard,Applied Physics,208,65,C6,C6,B2,B2,B2,B2,A1,A1,A1,Animal and Environmental Biology
REG2025_0686,Miss Bethany Robinson,Microbiology,133,38,A1,D7,E8,E8,E8,E8,C6,C6,C6,-
REG2025_0687,Glen Holmes,Animal and Environmental Biology,201,60,C5,C5,B3,B3,B3,B3,A1,A1,A1,Plant Science and Biotechnology
REG2025_0688,Eric Yates,Animal and Environmental Biology,201,60,B2,B2,C4,C4,C4,C4,B2,B2,B2,Plant Science and Biotechnology
REG2025_0689,Tracy Payne,Microbiology,224,65,A1,A1,C6,C6,C6,C6,B2,B2,B2,Industrial Chemistry
REG2025_0690,Anne Nicholls,Mathematics and Statistics,149,47,C5,F9,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0691,Carl Holt,Computer Science,235,74,B3,B3,C5,C5,C5,C5,C5,C5,C5,Microbiology
REG2025_0692,Sophie Nolan,Animal and Environmental Biology,202,60,C4,C4,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0693,Shane Talbot,Mathematics and Statistics,201,62,B3,B3,B2,B2,B2,B2,C4,C4,C4,Plant Science and Biotechnology
REG2025_0694,Lee Fuller,Plant Science and Biotechnology,155,46,A1,A1,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0695,Karen Morris,Animal and Environmental Biology,202,60,C6,C6,C6,C6,C6,C6,C5,C5,C5,Plant Science and Biotechnology
REG2025_0696,Clare Law,Physics,212,63,C6,C6,C5,C5,C5,C5,B2,B2,B2,Plant Science and Biotechnology
REG2025_0697,Kayleigh Hilton,Animal and Environmental Biology,200,60,C5,C5,A1,A1,A1,A1,C4,C4,C4,Plant Science and Biotechnology
REG2025_0698,Dr Aaron Ali,Mathematics and Statistics,177,50,C6,A1,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0699,Dr Dennis Atkins,Animal and Environmental Biology,200,60,A1,A1,B2,B2,B2,B2,A1,A1,A1,Plant Science and Biotechnology
REG2025_0700,Ms Bethany Metcalfe,Mathematics and Statistics,175,41,B3,C6,E8,E8,E8,E8,C6,C6,C6,-
REG2025_0701,Laura Brown,Industrial Chemistry,201,63,B3,B3,C6,C6,C6,C6,A1,A1,A1,Plant Science and Biotechnology
REG2025_0702,Ms Lynda Moss,Physics,217,66,B3,B3,B2,B2,B2,B2,C6,C6,C6,Applied Physics
REG2025_0703,Dr Ashley Hill,Physics,209,65,B2,B2,B2,B2,B2,B2,C5,C5,C5,Animal and Environmental Biology
REG2025_0704,Denise Willis,Industrial Chemistry,206,64,B3,B3,C5,C5,C5,C5,C6,C6,C6,Animal and Environmental Biology
REG2025_0705,Sheila Baxter,Computer Science,229,70,B2,B2,C4,C4,C4,C4,A1,A1,A1,Physics
REG2025_0706,Mr Paul Day,Biochemistry,219,68,C5,C5,A1,A1,A1,A1,C4,C4,C4,Applied Physics
REG2025_0707,Joel Mills,Microbiology,211,62,B2,B2,C6,C6,C6,C6,B3,B3,B3,Plant Science and Biotechnology
REG2025_0708,Mr Duncan Thomson,Microbiology,205,60,C5,C5,C6,C6,C6,C6,B3,B3,B3,Animal and Environmental Biology
REG2025_0709,Jacqueline Reed-Nicholls,Biochemistry,221,65,C5,C5,C5,C5,C5,C5,B2,B2,B2,Industrial Chemistry
REG2025_0710,Dr Gordon Walker,Mathematics and Statistics,203,60,B3,B3,C4,C4,C4,C4,C4,C4,C4,Animal and Environmental Biology
REG2025_0711,Phillip Bennett,Physics,203,62,A1,A1,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0712,Cheryl Wilkinson,Microbiology,133,46,E8,D7,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0713,Max Walters-Frost,Physics,219,64,A1,A1,C4,C4,C4,C4,C6,C6,C6,Animal and Environmental Biology
REG2025_0714,Clive Williams,Mathematics and Statistics,203,61,C6,C6,B3,B3,B3,B3,A1,A1,A1,Plant Science and Biotechnology
REG2025_0715,Mrs Pauline Adams,Animal and Environmental Biology,140,36,E8,A1,F9,F9,F9,F9,A1,A1,A1,-
REG2025_0716,Mary Whitehead,Physics,218,66,A1,A1,A1,A1,A1,A1,C4,C4,C4,Applied Physics
REG2025_0717,Mrs Lisa Wilkins,Animal and Environmental Biology,201,60,A1,A1,C4,C4,C4,C4,C5,C5,C5,Plant Science and Biotechnology
REG2025_0718,Ms Carly Fowler,Applied Physics,213,65,A1,A1,B3,B3,B3,B3,C6,C6,C6,Mathematics and Statistics
REG2025_0719,Tracy Baldwin,Biochemistry,222,68,C6,C6,B3,B3,B3,B3,C4,C4,C4,Physics
REG2025_0720,Jake French,Microbiology,228,64,A1,A1,C4,C4,C4,C4,A1,A1,A1,Mathematics and Statistics
REG2025_0721,Miss Georgina Turner,Mathematics and Statistics,200,62,C5,C5,A1,A1,A1,A1,C5,C5,C5,Plant Science and Biotechnology
REG2025_0722,Dr Mary Moore,Biochemistry,202,63,A1,A1,C6,C6,C6,C6,B2,B2,B2,Plant Science and Biotechnology
REG2025_0723,Michelle Morris,Computer Science,231,73,B3,B3,C5,C5,C5,C5,C5,C5,C5,Microbiology
REG2025_0724,Sylvia Crawford,Animal and Environmental Biology,202,60,C6,C6,C4,C4,C4,C4,C5,C5,C5,Plant Science and Biotechnology
REG2025_0725,Allan Byrne,Applied Physics,207,62,B2,B2,B3,B3,B3,B3,C6,C6,C6,Animal and Environmental Biology
REG2025_0726,Toby Robinson,Microbiology,217,68,A1,A1,C5,C5,C5,C5,A1,A1,A1,Industrial Chemistry
REG2025_0727,Miss Chelsea Evans,Mathematics and Statistics,203,60,C5,C5,C6,C6,C6,C6,A1,A1,A1,Plant Science and Biotechnology
REG2025_0728,Jack Matthews-Gilbert,Mathematics and Statistics,203,62,B2,B2,C6,C6,C6,C6,C5,C5,C5,Animal and Environmental Biology
REG2025_0729,Mr Barry Rowe,Biochemistry,222,68,B2,B2,B2,B2,B2,B2,C6,C6,C6,Physics
REG2025_0730,Toby Lee-Turner,Industrial Chemistry,200,62,B3,B3,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0731,Anthony Bell,Animal and Environmental Biology,200,60,C5,C5,C6,C6,C6,C6,C4,C4,C4,Plant Science and Biotechnology
REG2025_0732,Stanley Smith-Austin,Microbiology,209,69,A1,A1,C6,C6,C6,C6,B2,B2,B2,Mathematics and Statistics
REG2025_0733,Patrick Nash,Applied Physics,208,61,B3,B3,C5,C5,C5,C5,C5,C5,C5,Plant Science and Biotechnology
REG2025_0734,Dr Graham Clarke,Microbiology,180,39,D7,C4,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0735,Mohamed Hardy,Computer Science,234,71,B2,B2,C6,C6,C6,C6,C5,C5,C5,Biochemistry
REG2025_0736,Brian Jones,Biochemistry,201,63,C4,C4,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0737,Victor Hill-Allen,Industrial Chemistry,202,63,A1,A1,C4,C4,C4,C4,B2,B2,B2,Plant Science and Biotechnology
REG2025_0738,Kelly Smith-Wilson,Mathematics and Statistics,203,61,C6,C6,B3,B3,B3,B3,B2,B2,B2,Animal and Environmental Biology
REG2025_0739,Mrs Samantha Ford,Mathematics and Statistics,203,61,B3,B3,B2,B2,B2,B2,C6,C6,C6,Plant Science and Biotechnology
REG2025_0740,Dr Georgina Khan,Mathematics and Statistics,200,60,A1,A1,C4,C4,C4,C4,C6,C6,C6,Plant Science and Biotechnology
REG2025_0741,Harry Johnson,Physics,149,36,B3,D7,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0742,Malcolm Buckley,Microbiology,227,64,C5,C5,B3,B3,B3,B3,B3,B3,B3,Animal and Environmental Biology
REG2025_0743,Laura Higgins,Mathematics and Statistics,200,63,C5,C5,B2,B2,B2,B2,C4,C4,C4,Plant Science and Biotechnology
REG2025_0744,Mrs Debra Reynolds,Biochemistry,210,60,B3,B3,A1,A1,A1,A1,B3,B3,B3,Animal and Environmental Biology
REG2025_0745,Janet Bell,Applied Physics,214,65,B2,B2,A1,A1,A1,A1,B3,B3,B3,Industrial Chemistry
REG2025_0746,Paige Williams,Mathematics and Statistics,204,63,C4,C4,C4,C4,C4,C4,C5,C5,C5,Plant Science and Biotechnology
REG2025_0747,Jayne Cooper-Hughes,Applied Physics,210,65,C6,C6,B2,B2,B2,B2,C6,C6,C6,Mathematics and Statistics
REG2025_0748,Leon Holt-Chan,Microbiology,222,63,B3,B3,A1,A1,A1,A1,C6,C6,C6,Plant Science and Biotechnology
REG2025_0749,Natalie Watkins,Biochemistry,205,69,C4,C4,A1,A1,A1,A1,A1,A1,A1,Animal and Environmental Biology
REG2025_0750,Malcolm Read,Computer Science,210,74,C5,C5,B2,B2,B2,B2,B3,B3,B3,Industrial Chemistry
REG2025_0751,Frances Walker,Computer Science,239,70,C4,C4,A1,A1,A1,A1,C4,C4,C4,Biochemistry
REG2025_0752,William Boyle,Animal and Environmental Biology,200,60,A1,A1,C4,C4,C4,C4,A1,A1,A1,Plant Science and Biotechnology
REG2025_0753,Dr Jemma Hall,Industrial Chemistry,170,41,C6,C4,D7,D7,D7,D7,C6,C6,C6,-
REG2025_0754,Charlotte Davies,Applied Physics,179,35,A1,C5,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0755,Charles Ball-Charlton,Animal and Environmental Biology,202,60,C6,C6,B3,B3,B3,B3,C6,C6,C6,Plant Science and Biotechnology
REG2025_0756,Dr Irene Cook,Physics,213,65,C4,C4,C6,C6,C6,C6,B2,B2,B2,Mathematics and Statistics
REG2025_0757,Kimberley Webb,Biochemistry,208,69,C4,C4,B2,B2,B2,B2,B3,B3,B3,Mathematics and Statistics
REG2025_0758,Dorothy Houghton,Microbiology,227,70,C5,C5,A1,A1,A1,A1,C5,C5,C5,Biochemistry
REG2025_0759,Gregory Jones,Computer Science,214,66,B3,B3,C4,C4,C4,C4,C5,C5,C5,Plant Science and Biotechnology
REG2025_0760,Stanley Khan,Industrial Chemistry,208,63,B2,B2,C6,C6,C6,C6,C4,C4,C4,Animal and Environmental Biology
REG2025_0761,Rachel Gallagher,Biochemistry,218,66,B2,B2,A1,A1,A1,A1,C6,C6,C6,Animal and Environmental Biology
REG2025_0762,Hugh Harris-Williams,Animal and Environmental Biology,201,60,B3,B3,C5,C5,C5,C5,C6,C6,C6,Plant Science and Biotechnology
REG2025_0763,Dr Aaron Sanderson,Animal and Environmental Biology,202,60,C4,C4,A1,A1,A1,A1,A1,A1,A1,Plant Science and Biotechnology
REG2025_0764,Shirley Morley-Ryan,Applied Physics,166,48,B2,E8,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0765,Joan Reid,Computer Science,220,72,C5,C5,C4,C4,C4,C4,C4,C4,C4,Applied Physics
REG2025_0766,Natalie Taylor,Mathematics and Statistics,204,61,B3,B3,C6,C6,C6,C6,C6,C6,C6,Animal and Environmental Biology
REG2025_0767,Dr Geoffrey Smith,Mathematics and Statistics,200,61,B3,B3,C4,C4,C4,C4,B3,B3,B3,Plant Science and Biotechnology
REG2025_0768,Darren Brookes,Physics,214,66,C4,C4,C5,C5,C5,C5,A1,A1,A1,Industrial Chemistry
REG2025_0769,Joseph Frost,Microbiology,222,68,B2,B2,A1,A1,A1,A1,C5,C5,C5,Plant Science and Biotechnology
REG2025_0770,Miss Sian Bates,Applied Physics,214,65,B3,B3,C5,C5,C5,C5,B2,B2,B2,Industrial Chemistry
REG2025_0771,Josh Williams,Animal and Environmental Biology,200,60,B3,B3,B2,B2,B2,B2,A1,A1,A1,Plant Science and Biotechnology
REG2025_0772,Dr Charlie Edwards,Animal and Environmental Biology,201,60,C4,C4,C4,C4,C4,C4,C6,C6,C6,Plant Science and Biotechnology
REG2025_0773,Julie Walker-Ward,Computer Science,224,69,B2,B2,A1,A1,A1,A1,C5,C5,C5,Industrial Chemistry
REG2025_0774,Mr Roy Lawrence,Physics,201,67,B2,B2,C4,C4,C4,C4,C6,C6,C6,Plant Science and Biotechnology
REG2025_0775,Frances Patel,Industrial Chemistry,202,63,C4,C4,B3,B3,B3,B3,B2,B2,B2,Plant Science and Biotechnology
REG2025_0776,Nigel Wilkinson,Animal and Environmental Biology,137,35,F9,C5,D7,D7,D7,D7,A1,A1,A1,-
REG2025_0777,Arthur Elliott,Microbiology,222,69,A1,A1,B2,B2,B2,B2,B3,B3,B3,Applied Physics
REG2025_0778,Terence Cox-Walker,Applied Physics,214,65,B2,B2,A1,A1,A1,A1,B2,B2,B2,Industrial Chemistry
REG2025_0779,Anne Richardson,Microbiology,209,69,C6,C6,B2,B2,B2,B2,A1,A1,A1,Mathematics and Statistics
REG2025_0780,Mrs Claire Gill,Mathematics and Statistics,203,63,C5,C5,C5,C5,C5,C5,B2,B2,B2,Animal and Environmental Biology
REG2025_0781,Alice Foster,Applied Physics,202,62,C6,C6,C6,C6,C6,C6,B2,B2,B2,Plant Science and Biotechnology
REG2025_0782,Kathryn John,Microbiology,220,67,B3,B3,B3,B3,B3,B3,C4,C4,C4,Plant Science and Biotechnology
REG2025_0783,Miss Nicola Green,Microbiology,229,69,C6,C6,B3,B3,B3,B3,C6,C6,C6,Industrial Chemistry
REG2025_0784,Trevor Hunter,Biochemistry,123,41,C5,C4,F9,F9,F9,F9,C4,C4,C4,-
REG2025_0785,Miss Kirsty Davies,Computer Science,141,34,F9,D7,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0786,Max Lawrence,Animal and Environmental Biology,202,60,C4,C4,B2,B2,B2,B2,A1,A1,A1,Plant Science and Biotechnology
REG2025_0787,Graham Godfrey,Microbiology,209,65,B3,B3,C4,C4,C4,C4,A1,A1,A1,Mathematics and Statistics
REG2025_0788,Dean Page,Plant Science and Biotechnology,152,48,C6,B2,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0789,Annette Dunn,Computer Science,230,74,C5,C5,A1,A1,A1,A1,C5,C5,C5,Industrial Chemistry
REG2025_0790,Nathan Davies,Applied Physics,203,64,C6,C6,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0791,Tina Bentley,Biochemistry,206,66,B2,B2,C5,C5,C5,C5,A1,A1,A1,Animal and Environmental Biology
REG2025_0792,Paul Walker,Applied Physics,205,65,A1,A1,C4,C4,C4,C4,B3,B3,B3,Mathematics and Statistics
REG2025_0793,Ashleigh Chambers,Industrial Chemistry,209,64,C6,C6,C6,C6,C6,C6,C4,C4,C4,Mathematics and Statistics
REG2025_0794,Ms Paige Bell,Mathematics and Statistics,203,62,C5,C5,A1,A1,A1,A1,C6,C6,C6,Animal and Environmental Biology
REG2025_0795,Jennifer Thomas,Computer Science,234,71,B2,B2,B3,B3,B3,B3,C6,C6,C6,Microbiology
REG2025_0796,Mr Callum Walton,Computer Science,229,70,C6,C6,A1,A1,A1,A1,B3,B3,B3,Applied Physics
REG2025_0797,Joan Pearce,Physics,213,66,B2,B2,C5,C5,C5,C5,C6,C6,C6,Mathematics and Statistics
REG2025_0798,Harriet Marsh-Walker,Physics,219,66,B2,B2,C4,C4,C4,C4,A1,A1,A1,Industrial Chemistry
REG2025_0799,Georgia King,Animal and Environmental Biology,200,60,C4,C4,B3,B3,B3,B3,B2,B2,B2,Plant Science and Biotechnology
REG2025_0800,Bernard Hudson,Biochemistry,223,66,C4,C4,C5,C5,C5,C5,A1,A1,A1,Applied Physics
REG2025_0801,Kathleen Mason,Animal and Environmental Biology,202,60,A1,A1,B3,B3,B3,B3,C6,C6,C6,Plant Science and Biotechnology
REG2025_0802,Janet Farmer,Biochemistry,217,66,B3,B3,C6,C6,C6,C6,C5,C5,C5,Plant Science and Biotechnology
REG2025_0803,Julie Butcher,Physics,209,61,C6,C6,C4,C4,C4,C4,C6,C6,C6,Plant Science and Biotechnology
REG2025_0804,Harriet Watts,Mathematics and Statistics,203,62,C6,C6,C4,C4,C4,C4,C4,C4,C4,Plant Science and Biotechnology
REG2025_0805,Jeremy Cameron,Mathematics and Statistics,200,63,C4,C4,C6,C6,C6,C6,B2,B2,B2,Plant Science and Biotechnology
REG2025_0806,Marian King-Spencer,Computer Science,218,68,C6,C6,A1,A1,A1,A1,C4,C4,C4,Mathematics and Statistics
REG2025_0807,Mandy Dean,Mathematics and Statistics,200,60,C6,C6,C4,C4,C4,C4,C5,C5,C5,Plant Science and Biotechnology
REG2025_0808,Francesca Cooper,Biochemistry,207,63,B3,B3,B3,B3,B3,B3,B2,B2,B2,Animal and Environmental Biology
REG2025_0809,Ms Amy Ward,Industrial Chemistry,209,61,B3,B3,B2,B2,B2,B2,B2,B2,B2,Animal and Environmental Biology
REG2025_0810,Alexander Edwards,Biochemistry,219,67,C4,C4,C6,C6,C6,C6,C6,C6,C6,Mathematics and Statistics
REG2025_0811,Mr Mohamed Chandler,Animal and Environmental Biology,202,60,B2,B2,C4,C4,C4,C4,B3,B3,B3,Plant Science and Biotechnology
REG2025_0812,Miss Amanda Hutchinson,Physics,214,60,B2,B2,C6,C6,C6,C6,C6,C6,C6,Plant Science and Biotechnology
REG2025_0813,Dr Julie Reid,Microbiology,218,66,A1,A1,C4,C4,C4,C4,B2,B2,B2,Applied Physics
REG2025_0814,Hannah Blackburn,Mathematics and Statistics,203,60,C6,C6,C5,C5,C5,C5,A1,A1,A1,Plant Science and Biotechnology
REG2025_0815,Mr Gavin Thomas,Physics,218,66,C6,C6,C6,C6,C6,C6,C6,C6,C6,Animal and Environmental Biology
REG2025_0816,Joanne Butler,Biochemistry,222,61,B3,B3,C5,C5,C5,C5,B2,B2,B2,Plant Science and Biotechnology
REG2025_0817,Dr Luke Mills,Industrial Chemistry,200,62,C5,C5,C5,C5,C5,C5,A1,A1,A1,Plant Science and Biotechnology
REG2025_0818,Mr Norman Baker,Animal and Environmental Biology,201,60,C5,C5,B3,B3,B3,B3,C4,C4,C4,Plant Science and Biotechnology
REG2025_0819,Ms Ashleigh Savage,Industrial Chemistry,207,64,C4,C4,C6,C6,C6,C6,A1,A1,A1,Mathematics and Statistics
REG2025_0820,Lynne Whittaker,Biochemistry,220,66,C6,C6,B3,B3,B3,B3,C5,C5,C5,Mathematics and Statistics
REG2025_0821,Marc Rowley,Industrial Chemistry,205,62,A1,A1,A1,A1,A1,A1,C4,C4,C4,Plant Science and Biotechnology
REG2025_0822,Martyn Smith,Physics,205,65,C5,C5,C4,C4,C4,C4,A1,A1,A1,Plant Science and Biotechnology
REG2025_0823,Victor Douglas,Applied Physics,212,65,A1,A1,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0824,Jacqueline Saunders-Garner,Industrial Chemistry,205,64,A1,A1,B3,B3,B3,B3,A1,A1,A1,Mathematics and Statistics
REG2025_0825,Alexandra Faulkner-Phillips,Computer Science,230,71,C4,C4,C5,C5,C5,C5,A1,A1,A1,Microbiology
REG2025_0826,Aimee Davis-Carter,Physics,219,62,A1,A1,B3,B3,B3,B3,C5,C5,C5,Plant Science and Biotechnology
REG2025_0827,Miss Sara Wilson,Industrial Chemistry,208,64,C4,C4,C4,C4,C4,C4,C5,C5,C5,Mathematics and Statistics
REG2025_0828,Geraldine Hussain-Palmer,Mathematics and Statistics,203,61,B3,B3,A1,A1,A1,A1,C5,C5,C5,Animal and Environmental Biology
REG2025_0829,Josephine Howard,Industrial Chemistry,204,63,B3,B3,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0830,Mrs Jill Gibbs,Microbiology,225,67,C5,C5,B2,B2,B2,B2,C4,C4,C4,Industrial Chemistry
REG2025_0831,Anne Alexander,Applied Physics,202,63,C4,C4,C5,C5,C5,C5,A1,A1,A1,Plant Science and Biotechnology
REG2025_0832,Ms Susan Allen,Mathematics and Statistics,202,62,C6,C6,C4,C4,C4,C4,C6,C6,C6,Plant Science and Biotechnology
REG2025_0833,Alexander Porter,Mathematics and Statistics,204,62,B3,B3,B3,B3,B3,B3,C4,C4,C4,Animal and Environmental Biology
REG2025_0834,Andrew White,Mathematics and Statistics,203,61,C6,C6,B2,B2,B2,B2,B3,B3,B3,Animal and Environmental Biology
REG2025_0835,Joshua Smith,Applied Physics,211,61,C6,C6,A1,A1,A1,A1,C6,C6,C6,Animal and Environmental Biology
